,ID,Is desens,IC ISI Decile 0,IC ISI Decile 1,IC ISI Decile 2,IC ISI Decile 3,IC ISI Decile 4,IC ISI Decile 5,IC ISI Decile 6,IC ISI Decile 7,IC ISI Decile 8,IC ISI Decile 9,IC ISI Decile 10,IC Phase Decile 0,IC Phase Decile 1,IC Phase Decile 2,IC Phase Decile 3,IC Phase Decile 4,IC Phase Decile 5,IC Phase Decile 6,IC Phase Decile 7,IC Phase Decile 8,IC Phase Decile 9,IC Phase Decile 10,IC Additional feature 0,IC Additional feature 1,IC Additional feature 2,IC Additional feature 3,PD ISI Decile 0,PD ISI Decile 1,PD ISI Decile 2,PD ISI Decile 3,PD ISI Decile 4,PD ISI Decile 5,PD ISI Decile 6,PD ISI Decile 7,PD ISI Decile 8,PD ISI Decile 9,PD ISI Decile 10,PD Phase Decile 0,PD Phase Decile 1,PD Phase Decile 2,PD Phase Decile 3,PD Phase Decile 4,PD Phase Decile 5,PD Phase Decile 6,PD Phase Decile 7,PD Phase Decile 8,PD Phase Decile 9,PD Phase Decile 10,PD Additional feature 0,PD Additional feature 1,PD Additional feature 2,PD Additional feature 3,AM ISI Decile 0,AM ISI Decile 1,AM ISI Decile 2,AM ISI Decile 3,AM ISI Decile 4,AM ISI Decile 5,AM ISI Decile 6,AM ISI Decile 7,AM ISI Decile 8,AM ISI Decile 9,AM ISI Decile 10,AM Phase Decile 0,AM Phase Decile 1,AM Phase Decile 2,AM Phase Decile 3,AM Phase Decile 4,AM Phase Decile 5,AM Phase Decile 6,AM Phase Decile 7,AM Phase Decile 8,AM Phase Decile 9,AM Phase Decile 10,AM Additional feature 0,AM Additional feature 1,AM Additional feature 2,AM Additional feature 3,LG ISI Decile 0,LG ISI Decile 1,LG ISI Decile 2,LG ISI Decile 3,LG ISI Decile 4,LG ISI Decile 5,LG ISI Decile 6,LG ISI Decile 7,LG ISI Decile 8,LG ISI Decile 9,LG ISI Decile 10,LG Phase Decile 0,LG Phase Decile 1,LG Phase Decile 2,LG Phase Decile 3,LG Phase Decile 4,LG Phase Decile 5,LG Phase Decile 6,LG Phase Decile 7,LG Phase Decile 8,LG Phase Decile 9,LG Phase Decile 10,LG Additional feature 0,LG Additional feature 1,LG Additional feature 2,LG Additional feature 3,DG ISI Decile 0,DG ISI Decile 1,DG ISI Decile 2,DG ISI Decile 3,DG ISI Decile 4,DG ISI Decile 5,DG ISI Decile 6,DG ISI Decile 7,DG ISI Decile 8,DG ISI Decile 9,DG ISI Decile 10,DG Phase Decile 0,DG Phase Decile 1,DG Phase Decile 2,DG Phase Decile 3,DG Phase Decile 4,DG Phase Decile 5,DG Phase Decile 6,DG Phase Decile 7,DG Phase Decile 8,DG Phase Decile 9,DG Phase Decile 10,DG Additional feature 0,DG Additional feature 1,DG Additional feature 2,DG Additional feature 3,# Long IC Bursts
314,"2-7-23 Unfed Hemo 1 +
 gsif 10^-6M segment 3",True,0.0351,0.04887,0.05265,0.05643,0.05994,0.06507,0.07101,0.08073,0.09693,0.7992,2.4065099999997983,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,15.937567780481524,0.949511949,2.067501739735275,16.55395683450208,0.01026,0.01269,0.01377,0.01512,0.0162,0.01755,0.0189,0.021519,0.02754,0.03402,1.367819999999938,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,58.174383852471685,0.9863797868140318,1.0238480194014703,47.92753623181083,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,86.44995000000017,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.4911299999998846,0.5536350000003949,0.572346,0.6009120000000621,0.6364440000001196,0.6934949999999844,0.7464420000000244,0.8248499999999694,0.8979660000000876,1.0053450000002613,67.44180000000006,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.4121313488074146,2.351864231589677,14.993273542605133,0.07128,0.079515,0.08316,0.08586,0.0891,0.09396,0.1012500000001637,0.1101600000001781,0.1290599999997539,0.1591649999999163,31.773059999999987,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.178508918044283,0.9908309114702828,1.0163756024252597,50.0,0
315,"4-30-23 Unfed Hemo +
 gsif 10^-6M segment 0",True,0.03234,0.04708,0.050996,0.05434,0.05896,0.06336,0.070488,0.0825,0.6138,0.68002,0.8755999999998494,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,17.074753109425252,0.9457286432159832,1.0901122979994209,8.046413502140984,0.01012,0.0121,0.0143,0.01672,0.0176,0.0187,0.02024,0.0242,0.03652,0.6448199999997541,0.7944199999997181,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,55.10638639,0.97396843,1.0180434169719934,0.6947988223746212,199.8678,199.8678,199.8678,199.8678,199.8678,199.8678,199.8678,199.8678,199.8678,199.8678,199.8678,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.2259400000002642,0.8133399999996982,0.8698799999997391,0.9297200000000884,0.9997239999999692,1.0746999999998934,1.837923999999748,2.7594600000002174,5.369760000000042,7.035600000000159,11.405459999999948,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,4.425953793037224,0.6279922072410793,1.2710979257588106,2.7450347567027853,0.07216,0.0957,0.1144,0.1302399999999579,0.1522839999996904,0.1760000000001582,0.2198240000001533,0.3242800000002717,0.4837800000000243,0.7587799999996605,25.269200000000183,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.810534216520068,0.982961867,1.1304673044368456,15.594167679212473,0
316,"4-30-23 Unfed Hemo +
 gsif 10^-6M segment 1",True,0.0319,0.04708,0.0506,0.05456,0.05896,0.06391,0.07062,0.08118,0.6008200000001125,0.6654999999996107,0.8001400000002832,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,17.010161405757188,0.9224635688757278,1.010839355,7.155893536129204,0.01012,0.01232,0.01408,0.01562,0.01782,0.01848,0.01958,0.02266,0.03498,0.09636,0.7801199999994424,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,55.94012483120818,0.9861816130844864,1.014592274676746,36.07462686433905,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,199.87303999999995,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.055,0.8096000000000458,0.8562400000000707,0.9027699999999186,0.94798,1.015519999999924,1.711159999999836,2.6418700000001527,4.432119999999941,6.144379999999728,8.112280000000283,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,18.18181818172197,0.7890112274231129,1.1146242669729929,0.18224635939831826,0.1025199999999131,0.1467399999996814,0.1834799999996903,0.2237400000001344,0.26884,0.3264800000001742,0.4309800000000905,0.57332,0.7420600000000377,1.170180000000073,18.141639999999825,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.040136286037144,0.9806820111081404,1.417384279551035,2.3672255800353024,0
317,"4-30-23 Unfed Hemo +
 gsif 10^-6M segment 2",True,0.03344,0.04994,0.0539,0.05742,0.06204,0.06743,0.07436,0.08646,0.5935600000002523,0.65802,0.78606,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,16.141429318093973,0.9160369437443652,1.0356521739123017,7.367441860439762,0.01012,0.01232,0.01386,0.01562,0.01782,0.0187,0.01958,0.02244,0.033924,0.6387260000001793,0.7671400000003814,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,56.539793847272456,0.9802122168054522,1.013073794306868,25.476744186045114,199.98396,199.98396,199.98396,199.98396,199.98396,199.98396,199.98396,199.98396,199.98396,199.98396,199.98396,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.2679600000001301,0.7990399999998772,0.8341079999999238,0.8729600000001483,0.9218000000000756,0.9811999999999444,1.737999999999829,2.617119999999886,4.291892000000007,5.268120000000181,10.32856000000038,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.8821249041492957,1.046848172676022,2.525006758583412,0.0748,0.1052259999999933,0.1401399999999739,0.1724140000001625,0.2153799999998227,0.2692800000004354,0.3482600000000275,0.4808539999998173,0.68772,0.9896479999998982,16.521339999999782,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.032208118397381,0.9732346165625538,1.0546887069364974,23.708578143384525,0
318,"4-30-23 Unfed Hemo +
 gsif 10^-6M segment 3",True,0.03564,0.0495,0.05324,0.0572,0.06226,0.06798,0.07458,0.086768,0.5849800000000869,0.6472400000001926,0.7647199999996701,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,16.164043058986273,0.8926927502897798,1.0308422301292175,0.5930599369086522,0.01012,0.0121,0.01364,0.01562,0.0176,0.01848,0.01958,0.02288,0.03388,0.6329399999999623,0.7669200000000274,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,56.82103107505419,0.9773379231219422,1.0228873239441123,42.82352941055357,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,199.71317999999928,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.2552000000000589,0.8307199999999284,0.8828600000000734,0.93478,0.96888,1.0133200000000215,1.654135999999926,1.8499799999999595,2.703888000000007,3.773659999999381,8.890199999999368,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.7371937639198386,1.2355153331090822,1.8512376832501436,0.1344199999998636,0.19415,0.2301199999997152,0.2783000000003994,0.3366000000000895,0.3995200000001659,0.4996200000000499,0.62062,0.8109199999994416,1.076460000000225,7.973460000000159,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,5.113320631761946,0.8665949286758656,1.1479839092839408,2.954436971142303,0
319,"3-2-23 Unfed Hemo +
 gsif 10^-6M segment 0",True,0.06831,0.08289,0.09234,0.1081349999999474,0.12231,0.1363500000002204,0.1576800000002549,0.1861650000000735,0.2519099999999525,1.349999999999909,14.384520000000066,0,2.0,4.0,6.0,11.0,53.0,66.0,85.1,93.0,95.0,99,8.531739213933701,0.9862414595690462,1.1251768780755935,12.559490084994327,0.0108,0.02133,0.02754,0.02997,0.03186,0.03402,0.03591,0.03888,0.04833,1.272240000000238,4.420710000000327,0,9.0,17.0,25.0,35.0,44.0,53.0,64.0,77.0,86.0,99,32.79560291166919,0.9901667379221738,1.1626899588126824,26.415254237231043,0.1485000000002401,0.1679400000002715,0.1828979999998409,0.2082780000002912,0.2316599999999198,0.2497500000004038,0.2805299999999988,0.3260250000000723,0.3969000000000051,0.5277960000002627,7.8813,0,4.0,9.800000000000011,20.0,44.0,54.0,67.0,79.0,88.0,94.0,99,5.1539330328704605,0.9425830763960488,1.1074856774291968,7.3721115537939115,0.02997,0.3177900000000591,0.4006800000001932,0.6018300000000636,0.804762,0.9968399999997928,1.2854700000000774,1.9469700000004195,2.599776000000111,5.607899999999972,13.741379999999936,0,3.5,10.0,17.5,21.0,39.0,55.0,69.0,85.0,90.5,99,17.360851908921596,0.8736393288010311,1.038462323246744,6.083418628455458,0.01296,0.0135,0.01377,0.01404,0.067284,0.08316,0.1000079999999797,0.1232010000001991,0.1445040000000517,0.1944539999998597,18.61812000000009,0,7.0,16.0,55.0,66.0,71.0,75.0,79.0,85.0,92.0,99,33.26960593986023,0.9992313939323614,1.2292498573873103,34.68617021278541,7
320,"3-2-23 Unfed Hemo +
 gsif 10^-6M segment 1",True,0.07992,0.1042199999999411,0.1166400000001885,0.1336500000002161,0.1479599999997845,0.1683450000000448,0.1887300000003051,0.2359799999999268,0.8974800000000869,1.4586749999998574,10.365030000000388,-100,-100.0,-100.0,1.0,4.0,8.0,37.79999999999998,62.6,83.0,92.0,98,7.259098059564347,0.9771028159107278,1.0037651980651567,21.371991247231602,0.01026,0.02025,0.02943,0.03078,0.0324,0.03375,0.03618,0.04023,0.06129,1.3564799999999195,3.25107,-100,-100.0,-100.0,8.0,23.0,36.0,48.0,59.0,71.0,82.0,99,32.029387952576954,0.988373059,1.294731182795636,5.3850687622868705,0.1455299999997805,0.16497,0.1746900000002824,0.1849499999998443,0.2024999999998726,0.2238299999999071,0.2446199999999407,0.2832300000000032,0.3466800000001058,0.4714199999998527,15.876270000000204,-100,-100.0,-100.0,0.0,6.400000000000006,14.0,28.59999999999997,64.69999999999999,80.0,90.0,99,5.2800370529260405,0.9722113569497244,1.5522147721873822,34.406250000042675,0.16578,0.4665600000000722,0.7956899999999223,1.1051099999999678,1.4466600000000651,1.7851050000001578,2.339820000000145,2.7318599999998696,3.315060000000358,5.908005,14.69880000000012,-100,-100.0,-100.0,1.3999999999999986,15.600000000000009,30.0,53.8,67.0,75.80000000000001,87.2,95,5.873841428992776,0.9880969875091962,1.6325796197445093,6.264924264923662,0.01296,0.01377,0.01404,0.01431,0.06318,0.07371,0.07938,0.08991,0.1080540000001747,0.1541700000002492,24.365340000000288,-100,-100.0,-100.0,0.0,17.0,61.0,70.0,76.0,82.0,89.0,99,33.06367157,0.9994126903215788,1.090050370227212,50.0,6
321,"3-2-23 Unfed Hemo +
 gsif 10^-6M segment 2",True,0.07371,0.09612,0.1050300000001698,0.1185299999998733,0.13284,0.14769,0.1763099999993755,0.2206169999999019,0.3731400000001486,1.311228000000301,11.124810000000252,0,2.0,3.0,8.0,40.0,56.0,65.0,84.0,91.0,96.0,99,7.9963695617042525,0.9848069315341282,1.0022866039066909,14.222402597416876,0.01026,0.01998,0.02835,0.03024,0.03132,0.03294,0.03483,0.03915,0.057888,1.2006899999996676,3.06558,0,8.0,17.0,25.0,34.0,43.0,53.0,64.0,75.0,85.0,96,33.50782977123514,0.9884622159589644,1.296414706553944,25.294964028740626,0.1360799999997652,0.1555199999997967,0.1628099999998085,0.1717200000000502,0.1825199999998403,0.2024999999998726,0.2278799999999137,0.26703,0.3372300000000905,0.4635899999998401,13.430069999999889,0,3.3000000000000043,8.0,13.0,41.20000000000002,63.5,74.0,84.0,91.0,95.0,99,5.593654780040476,0.9684163969361116,1.0970908048258368,8.975356679641878,0.04104,0.6320700000001125,0.8796059999996942,1.0988999999999578,1.396277999999984,2.0166300000000774,2.6894160000000724,3.780270000000201,4.309307999999876,7.8524099999999635,27.007830000000013,0,1.5,7.0,11.0,15.0,27.0,36.0,52.5,68.0,88.0,96,22.82606260232524,0.9982605044537056,1.6104876752910282,7.276530416426914,0.01323,0.01404,0.01431,0.01458,0.06102,0.07209,0.0783,0.092205,0.1242000000002008,0.1655099999998128,24.45551999999998,0,9.0,67.0,71.0,75.0,78.0,81.0,85.0,88.40000000000009,93.0,99,32.11424081595079,0.9862546369899274,1.0159043495816484,42.48931909210089,6
322,"3-2-23 Unfed Hemo +
 gsif 10^-6M segment 3",True,0.08775,0.1067310000001725,0.1179900000001907,0.1325699999997141,0.147204,0.1660500000002684,0.2050380000002405,0.2799359999999978,1.0602899999998954,1.3027770000001513,8.188830000000053,-100,-100.0,-100.0,-100.0,-100.0,3.0,35.0,57.0,68.0,90.0,98,7.297735301813325,0.9579280556562904,1.0032085207726964,2.1499047215755374,0.01026,0.01944,0.02808,0.02997,0.03132,0.03267,0.03483,0.03861,0.052704,1.1805479999997712,2.164860000000317,-100,-100.0,-100.0,-100.0,0.0,19.0,34.39999999999998,48.0,63.0,80.10000000000002,96,34.219232298704185,0.9786729857821692,1.0733601070954046,40.74999999994258,0.1363500000002204,0.1617300000002615,0.1717199999998229,0.1825199999998403,0.1938600000003134,0.21708,0.2403000000003885,0.2859300000000075,0.3399300000000949,0.5175899999999274,14.398020000000088,-100,-100.0,-100.0,-100.0,0.0,8.0,21.0,66.0,80.0,91.90000000000003,99,5.380594816412747,0.9429921614221984,1.1733151444476455,10.831421006177294,0.2078999999998814,0.8396999999999935,0.9671400000001996,1.3024799999998322,2.011068000000252,3.2123249999999643,4.078835999999773,5.591699999999946,6.016410000000178,9.37413,23.23161000000028,-100,-100.0,-100.0,-100.0,-100.0,0.0,13.4,23.399999999999984,46.000000000000014,81.4,98,4.810004810007554,0.7464988436014592,1.0892897835169175,0.7778648474231991,0.0135,0.01404,0.01431,0.01485,0.0594,0.06939,0.07587,0.084321,0.1050839999998061,0.1496069999998326,25.03872000000001,-100,-100.0,-100.0,-100.0,3.0,65.0,74.0,79.0,83.0,89.0,99,32.22977624256264,0.9908341959972248,1.1194051470233322,50.0,4
323,"3-6-23 Unfed Hemo +
 gsif 10^-6M segment 0",True,0.01026,0.01053,0.01053,0.0108,0.1231199999999717,0.1470150000000103,0.1879199999998491,1.1108610000002024,1.5503400000000056,1.7167950000000474,2.091419999999971,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,52.38568499412049,0.9533953008001196,1.0067585131269028,0.13896218117891457,0.01026,0.01296,0.01458,0.01566,0.01674,0.01809,0.01971,0.02187,0.02727,0.0324,2.017439999999852,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,56.53414999144351,0.9804603854389392,1.0106857838493757,33.2804878048267,0.01053,0.10665,0.1830600000000686,0.2041199999998753,0.231174,0.2785049999998819,0.3416580000000521,0.4047299999999723,0.4603500000000622,0.5507999999999811,2.021489999999858,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.520430771430602,0.8716441832512017,1.0574858757060657,0.7211848036060127,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,130.2682500000003,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.02214,1.5311699999999746,1.6837200000002213,1.816020000000208,1.9988100000000488,2.1316499999998086,2.3217299999998886,3.224609999999984,3.492719999999963,3.9341699999999946,10.279710000000025,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,29.99096657633384,0.6032096236178097,1.249155156,0.6680742500219711,0
324,"3-6-23 Unfed Hemo +
 gsif 10^-6M segment 1",True,0.01053,0.0108,0.01107,0.01107,0.01134,0.1012499999999363,0.1139399999999568,0.1603800000000319,1.2252599999999347,1.3767300000001796,1.5508800000000065,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,53.00155930312226,0.9932103064066744,1.002618257985691,50.0,0.01026,0.01134,0.012528,0.01458,0.01782,0.01998,0.02538,0.02943,0.03159,0.04023,1.4166900000000169,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,55.61936218830227,0.989708405,1.0055576849367664,50.0,0.01053,0.1087559999997893,0.1560599999997975,0.1676970000000437,0.1827900000000681,0.2224800000001323,0.2705399999999827,0.2991600000000289,0.3223800000000665,0.3579930000000558,0.4795200000000932,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.413987203958271,0.7792792792789653,1.028372900984909,0.18248175182481752,0.12825,0.12825,2.0666340000000227,4.974210000000085,4.974210000000085,22.47520499999996,39.97619999999984,39.97619999999984,42.297822000000046,43.84557000000018,43.84557000000018,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.797270955166908,0.7983016300164328,1.0967918411454909,7.036693263854794,0.1287899999999808,1.3583699999999226,1.5308999999999742,1.5786900000000514,1.7120699999998124,1.781189999999924,1.8373499999997875,1.98072000000002,2.3022900000000845,2.7704700000001594,8.03439,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.859542778705077,0.3009712000537449,1.7020534233255582,2.1480574028699198,0
325,"3-6-23 Unfed Hemo +
 gsif 10^-6M segment 2",True,0.0108,0.01134,0.01134,0.01134,0.01161,0.08289,0.09261,0.1137780000000475,0.16686,1.2422430000001896,1.4042699999999968,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,52.54340341209824,0.9919246298788564,1.0067750677506886,11.453947368398891,0.01026,0.01242,0.02106,0.02889,0.03051,0.03132,0.03456,0.03618,0.03807,0.09612,1.2841200000002573,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,40.45293279014184,0.9806560134566588,1.0074136835416332,50.0,0.01053,0.1042200000001685,0.1387799999997696,0.1474199999997836,0.1647540000001754,0.2057400000001052,0.2413799999999355,0.2600099999999656,0.2748599999999896,0.2926800000000185,0.4012199999997392,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.193502949581552,0.685060565,1.056147832266105,0.3558558558482691,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,51.07562999999982,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.01026,0.01026,0.01026,1.3491899999999075,1.4107500000000073,1.480679999999893,1.5676199999998062,1.623239999999896,1.7643420000001249,2.1300300000002608,2.946240000000216,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,97.46588693941356,0.8826979472140496,1.0787938704893238,0.6289378310566878,0
326,"3-6-23 Unfed Hemo +
 gsif 10^-6M segment 3",True,0.01107,0.01134,0.01161,0.01161,0.01161,0.07695,0.08208,0.09801,0.11799,1.2576600000002145,1.3491900000003625,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,53.65982125484724,0.9913948369021296,1.0216724596200912,50.0,0.01026,0.02835,0.0297,0.03078,0.03159,0.033885,0.03591,0.03699,0.039204,1.1539530000000466,1.2811499999997975,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,33.32648719669778,0.9732349841941956,1.0067897305325817,32.05042016801061,0.0108,0.096795,0.1304099999997561,0.1371599999999034,0.1574100000002545,0.1906199999998534,0.2222099999999045,0.2335499999999228,0.2419199999999364,0.2551499999999578,0.3283200000000761,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,8.650712523734327,0.9161184210525154,1.0082918739635274,0.047619047619184014,-115.53549,-115.53549,-115.53549,-115.53549,-52.447926,42.18342000000007,136.8147659999999,199.9023299999999,199.9023299999999,199.9023299999999,199.9023299999999,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-0.008655349,-1.577959697,-1.730224453,-100.0,0.01026,0.01026,0.01026,0.01026,0.01053,1.3652549999999335,1.419930000000022,1.4580270000000837,1.5109200000001692,1.5667829999998504,2.1853799999998955,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,97.38439372314132,0.995305164,1.073759617935684,50.0,0
327,"4-27-23 Unfed Hemo +
 gsif 10^-6M segment 0",True,0.06952,0.13354,0.1444960000000264,0.1544400000000223,0.1687840000000051,0.1859000000001742,0.2142800000000079,1.0793200000002798,1.2222319999998943,1.394800000000032,2.887499999999818,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.3286905883641005,0.7880380952380891,1.0803358301094566,0.6846549948506676,0.01012,0.01144,0.01298,0.0143,0.01672,0.02112,0.02464,0.02706,0.03102,0.06182,2.951520000000073,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,56.11802961838945,0.9868813357185412,1.0247479376718205,37.413793103229835,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,199.9758199999997,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.76758,1.205225999999925,1.4185599999998886,1.6007200000000008,1.7944960000000263,2.1424700000001167,3.072519999999848,3.541494000000057,4.0898440000000855,5.535881999999998,30.541659999999865,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.2627971105696327,3.224306189,0.3649254458629357,0
328,"4-27-23 Unfed Hemo +
 gsif 10^-6M segment 1",True,0.05588,0.1193939999999202,0.1301080000002457,0.1414820000002691,0.1502600000001166,0.1621399999996811,0.1775400000001354,0.2762980000000424,1.0783079999998335,1.138984000000096,1.3026199999999335,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.103096919744081,0.9368349940887698,1.0090320381732367,0.5922729140976218,0.01012,0.01122,0.01232,0.01364,0.01606,0.02112,0.02464,0.02772,0.03036,0.046508,1.3934800000001817,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,58.031445376852496,0.9914745816229744,1.0126298960829665,37.596774193516524,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,199.73598,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0
